Biometry_ID,Region,Period,SpecificChronology,ChronGeneral,Chron,Excluded_from_NISP,Site.name,Area,SiteID,TaxonName,Taxon,Element,ElementName,GL,GLl,GLm,Bp,Dp,SD,DD_shaft,Dl,Bd,Dd,BT,HT,HTC,GLpe,BatF,Dc,GB,BFd,BFp,Comments,AnalysisEdits,Individual,IndiDuplicate,MeasurementPrecision,TaxonGroup
8106,South,Iron Age,IA2,IA2,IA.Late,ExNISP,Forcello,Scarpa,1,Pig,S,MTIV,Metatarsal IV,82,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
8107,South,Iron Age,IA2,IA2,IA.Late,ExNISP,Forcello,Scarpa,1,Pig,S,MTIV,Metatarsal IV,82,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
8108,South,Iron Age,IA2,IA2,IA.Late,ExNISP,Forcello,Scarpa,1,Pig,S,MTIV,Metatarsal IV,88,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
8656,Veneto,Bronze Age,BA.R,BM-R,BA.Late,NA,Campestrin,NA,149,Pig,S,MTIV,Metatarsal IV,NA,NA,NA,13,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
8657,Veneto,Bronze Age,BA.R,BM-R,BA.Late,NA,Campestrin,NA,149,Pig,S,MTIV,Metatarsal IV,NA,NA,NA,13,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
8658,Veneto,Bronze Age,BA.R,BM-R,BA.Late,NA,Campestrin,NA,149,Pig,S,MTIV,Metatarsal IV,86,NA,NA,NA,NA,12,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
8727,Veneto,Bronze Age,BA.R,BM-R,BA.Late,NA,Amolara,NA,150,Pig,S,MTIV,Metatarsal IV,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
9206,Veneto,Bronze Age,BA.R,BM-R,BA.Late,NA,Terranegra,Depellegrin & Tecchiati - BR,61,Pig,S,MTIV,Metatarsal IV,84.4,NA,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
9208,Veneto,Iron Age,IA1-IA2,IA1,IA.Mid,NA,Terranegra,Depellegrin & Tecchiati - IA,156,Pig,S,MTIV,Metatarsal IV,85.3,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
9361,Friuli,Iron Age,IA0,IA1,IA.Early,NA,Gradisca,Iron Age I,169,Pig,S,MTIV,Metatarsal IV,86,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
9957,Veneto,Roman,Rom.M-L,Mid-Late,Roman.Mid-Late,NA,Oderzo,Pozzo romano - all strata (1st-4th c AD),214,Pig,S,MTIV,Metatarsal IV,78.2,NA,NA,14.4,NA,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
10734,Friuli,Roman,Rom.Early,Early,Roman.Early,NA,Trieste,Crosada - Phase 2,235,Pig,S,MTIV,Metatarsal IV,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
10804,Friuli,Roman,Rom,Mid,Roman.Mid,Rit,Trieste,*Crosada - Phase 4c,178,Pig,S,MTIV,Metatarsal IV,NA,NA,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
NA,Veneto,Iron Age,IA1,IA1,IA.Mid,NA,Padova,"Via S. Canziano, phases I-III",466,Pig,S,MTIV,Metatarsal IV,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
10785,Friuli,Roman,Rom,Mid,Roman.Mid,Rit,Trieste,*Crosada - Phase 4c,178,Pig,S,P1,Phalanx I,41.5,NA,NA,21.6,NA,16.6,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
10786,Friuli,Roman,Rom,Mid,Roman.Mid,Rit,Trieste,*Crosada - Phase 4c,178,Pig,S,P1,Phalanx I,42.7,NA,NA,20.9,NA,15.3,NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
10787,Friuli,Roman,Rom,Mid,Roman.Mid,Rit,Trieste,*Crosada - Phase 4c,178,Pig,S,P1,Phalanx I,39.6,NA,NA,16.5,NA,14,NA,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
10788,Friuli,Roman,Rom,Mid,Roman.Mid,Rit,Trieste,*Crosada - Phase 4c,178,Pig,S,P1,Phalanx I,38.2,NA,NA,16.1,NA,13.3,NA,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
11322,Friuli,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Udine,'Late Bronze Age',247,Pig,S,P1,Phalanx I,NA,NA,NA,16.4,NA,12.3,NA,NA,14.6,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1431,South,Iron Age,IA1,IA1,IA.Mid,NA,Marzabotto,V 3,68,Pig,S,RA,Radius,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1432,South,Iron Age,IA1,IA1,IA.Mid,NA,Marzabotto,V 3,68,Pig,S,RA,Radius,NA,NA,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1433,South,Iron Age,IA1,IA1,IA.Mid,NA,Marzabotto,V 3,68,Pig,S,RA,Radius,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1434,South,Iron Age,IA1,IA1,IA.Mid,NA,Marzabotto,V 3,68,Pig,S,RA,Radius,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1435,South,Iron Age,IA1,IA1,IA.Mid,NA,Marzabotto,V 3,68,Pig,S,RA,Radius,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1439,South,Iron Age,IA1,IA1,IA.Mid,NA,Marzabotto,US 27/29,69,Pig,S,RA,Radius,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1440,South,Iron Age,IA1,IA1,IA.Mid,NA,Marzabotto,US 27/29,69,Pig,S,RA,Radius,NA,NA,NA,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1471,South,Iron Age,IA2,IA2,IA.Late,NA,Marzabotto,US 8,78,Pig,S,RA,Radius,NA,NA,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1472,South,Iron Age,IA2,IA2,IA.Late,NA,Marzabotto,US 8,78,Pig,S,RA,Radius,NA,NA,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1473,South,Iron Age,IA2,IA2,IA.Late,NA,Marzabotto,US 8,78,Pig,S,RA,Radius,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1474,South,Iron Age,IA2,IA2,IA.Late,NA,Marzabotto,US 8,78,Pig,S,RA,Radius,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1475,South,Iron Age,IA2,IA2,IA.Late,NA,Marzabotto,US 8,78,Pig,S,RA,Radius,NA,NA,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1476,South,Iron Age,IA2,IA2,IA.Late,NA,Marzabotto,US 8,78,Pig,S,RA,Radius,NA,NA,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1503,South,Iron Age,IA2,IA2,IA.Late,NA,Casale di Rivalta,NA,71,Pig,S,RA,Radius,NA,NA,NA,28.3,NA,NA,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1525,South,Iron Age,IA2,IA2,IA.Late,NA,Case Vandelli,NA,74,Pig,S,RA,Radius,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1542,South,Iron Age,IA2,IA2,IA.Late,NA,Spina,Excavations 2007-2009,118,Pig,S,RA,Radius,NA,NA,NA,24.6,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1598,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Tabina di Margreta,Bronze Age,22,Pig,S,RA,Radius,NA,NA,NA,28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,Pig
1599,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Tabina di Margreta,Bronze Age,22,Pig,S,RA,Radius,NA,NA,NA,26,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,Pig
1963,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Pig,S,RA,Radius,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1964,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Pig,S,RA,Radius,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1965,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Pig,S,RA,Radius,NA,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1966,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Pig,S,RA,Radius,NA,NA,NA,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1967,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Pig,S,RA,Radius,NA,NA,NA,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1968,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Pig,S,RA,Radius,NA,NA,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1969,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Pig,S,RA,Radius,NA,NA,NA,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1970,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Pig,S,RA,Radius,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
1971,North,Iron Age,IA2,IA2,IA.Late,NA,Castelrotto,NA,53,Pig,S,RA,Radius,NA,NA,NA,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2229,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Pig,S,RA,Radius,NA,NA,NA,27.5,19,16.7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2230,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Pig,S,RA,Radius,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2231,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Pig,S,RA,Radius,NA,NA,NA,25.5,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2232,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Pig,S,RA,Radius,NA,NA,NA,24.4,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2233,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Pig,S,RA,Radius,NA,NA,NA,24.1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2255,North,Bronze Age,BA.M,BM-R,BA.Middle,NA,Lavagnone,Sector A + E,126,Pig,S,RA,Radius,NA,NA,NA,30,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2400,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Baggiovara,Opera Pia Bianchi,121,Pig,S,RA,Radius,NA,NA,NA,28.5,18.9,15.8,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2401,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Baggiovara,Opera Pia Bianchi,121,Pig,S,RA,Radius,NA,NA,NA,27.6,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2402,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Baggiovara,Opera Pia Bianchi,121,Pig,S,RA,Radius,NA,NA,NA,27,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2403,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Baggiovara,Opera Pia Bianchi,121,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,30.3,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2420,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Baggiovara,Opera Pia Bianchi,121,Pig,S,RA,Radius,NA,NA,NA,30.5,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2421,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Baggiovara,Opera Pia Bianchi,121,Pig,S,RA,Radius,NA,NA,NA,28.7,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2455,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Gaggio,Struttura 1 + capanna alfa,122,Pig,S,RA,Radius,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2459,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Gaggio,Struttura 1 + capanna alfa,122,Pig,S,RA,Radius,NA,NA,NA,24.1,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2467,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Gaggio,Struttura 1 + capanna alfa,122,Pig,S,RA,Radius,NA,NA,NA,28.7,20.6,16.7,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2512,Appennine,Bronze Age,BA.M,BM-R,BA.Middle,NA,Solarolo,via Odriere Settore 1,123,Pig,S,RA,Radius,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2513,Appennine,Bronze Age,BA.M,BM-R,BA.Middle,NA,Solarolo,via Odriere Settore 1,123,Pig,S,RA,Radius,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2698,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,37.6,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2699,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,37.1,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2700,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,36.8,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2701,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,35.8,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2702,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,35.4,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2703,South,Bronze Age,BA.M,BM-R,BA.Middle,Rit,Noceto,*Vasca lignea,39,Pig,S,RA,Radius,151.4,NA,NA,28.3,18.7,17.3,10.7,NA,32.2,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2955,South,Iron Age,IA2,IA2,IA.Late,NA,Mirandola,Barchessone Cappello,83,Pig,S,RA,Radius,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
2968,South,Iron Age,IA2,IA2,IA.Late,ExNISP,Monte Bibele,Just Ambiente/Casa 14,79,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3021,South,Iron Age,IA2,IA2,IA.Late,NA,Marzabotto,Casa 1,119,Pig,S,RA,Radius,140.5,NA,NA,27.4,NA,18.3,NA,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3022,South,Iron Age,IA2,IA2,IA.Late,NA,Marzabotto,Casa 1,119,Pig,S,RA,Radius,128.6,NA,NA,27.2,NA,18,NA,NA,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3023,South,Iron Age,IA2,IA2,IA.Late,NA,Marzabotto,Casa 1,119,Pig,S,RA,Radius,120.2,NA,NA,26.1,NA,18,NA,NA,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3081,South,Iron Age,IA2,IA2,IA.Late,NA,Spina,Excavations 2007-2009,118,Pig,S,RA,Radius,NA,NA,NA,24,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3192,Veneto,Bronze Age,BA.R-F,BRF-IA0,BA.Late,NA,Fondo Paviani,Riedel 1979 - Recent/Final,21,Pig,S,RA,Radius,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3296,North,Bronze Age,BA.R,BM-R,BA.Late,NA,Isolone,NA,16,Pig,S,RA,Radius,145,NA,NA,NA,NA,16,NA,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3440,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3441,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3442,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3443,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3444,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3445,North,Iron Age,IA2,IA2,IA.Late,NA,Colognola ai Colli,NA,54,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3540,Friuli,Iron Age,IA0,BRF-IA0,IA.Early,NA,Pozzuolo,Braida Roggia - Iron Age,142,Pig,S,RA,Radius,NA,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3679,Friuli,Iron Age,IA0-IA1,BRF-IA0,IA.Early,NA,Pozzuolo,Excavations 1980-83 Final Bronze-Iron Age,55,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
3913,North,Bronze Age,BA.M-R,BM-R,BA.Middle-Late,NA,Peschiera,NA,14,Pig,S,RA,Radius,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
4134,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Poviglio,Villaggio piccolo - MBA,26,Pig,S,RA,Radius,NA,NA,NA,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
4135,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Poviglio,Villaggio piccolo - MBA,26,Pig,S,RA,Radius,NA,NA,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
4136,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Poviglio,Villaggio piccolo - MBA,26,Pig,S,RA,Radius,NA,NA,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
4137,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Poviglio,Villaggio piccolo - MBA,26,Pig,S,RA,Radius,NA,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
4138,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Poviglio,Villaggio piccolo - MBA,26,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
4139,South,Bronze Age,BA.M,BM-R,BA.Middle,NA,Poviglio,Villaggio piccolo - MBA,26,Pig,S,RA,Radius,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pig
4206,Veneto,Bronze Age,BA.M,BM-R,BA.Middle,NA,Vallette,NA,145,Pig,S,RA,Radius,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
4207,Veneto,Bronze Age,BA.M,BM-R,BA.Middle,NA,Vallette,NA,145,Pig,S,RA,Radius,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
4303,Veneto,Bronze Age,BA.M,BM-R,BA.Middle,NA,Tombola,NA,146,Pig,S,RA,Radius,NA,NA,NA,29,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
4304,Veneto,Bronze Age,BA.M,BM-R,BA.Middle,NA,Tombola,NA,146,Pig,S,RA,Radius,NA,NA,NA,29,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
4305,Veneto,Bronze Age,BA.M,BM-R,BA.Middle,NA,Tombola,NA,146,Pig,S,RA,Radius,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
4306,Veneto,Bronze Age,BA.M,BM-R,BA.Middle,NA,Tombola,NA,146,Pig,S,RA,Radius,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
4307,Veneto,Bronze Age,BA.M,BM-R,BA.Middle,NA,Tombola,NA,146,Pig,S,RA,Radius,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Pig
